19.800,-37.900,-34.115,100,23.25758681,114.12738841,0.300
20.300,-37.650,-34.113,100,23.25758863,114.12739348,0.300
20.950,-37.050,-34.088,100,23.25759412,114.12739980,0.300
21.700,-36.700,-34.045,100,23.25759783,114.12740820,0.300
24.000,-36.500,-34.061,100,23.25760016,114.12742961,0.300
24.550,-36.150,-34.077,100,23.25760267,114.12743416,0.300
25.250,-35.900,-34.077,100,23.25760595,114.12744317,0.300
29.000,-35.050,-34.088,100,23.25761382,114.12747803,0.300
29.300,-34.600,-34.063,100,23.25761755,114.12748057,0.300
29.750,-34.200,-34.037,100,23.25762043,114.12748430,0.300
29.750,-33.950,-34.037,100,23.25762043,114.12748430,0.300
29.300,-33.400,-34.033,100,23.25762427,114.12748063,0.300
29.150,-33.100,-33.947,100,23.25762816,114.12747856,0.300
29.200,-32.200,-33.845,100,23.25763731,114.12747837,0.300
29.650,-31.600,-33.788,100,23.25764465,114.12748370,0.300
31.150,-31.150,-33.762,100,23.25764992,114.12749979,0.300
32.550,-31.200,-33.798,100,23.25764977,114.12750998,0.300
33.400,-31.100,-33.893,100,23.25765075,114.12752140,0.300
33.750,-31.300,-33.925,100,23.25764954,114.12752544,0.300
34.800,-31.450,-34.022,100,23.25764821,114.12753674,0.300
36.700,-31.150,-34.060,100,23.25765067,114.12755242,0.300
37.100,-30.900,-34.059,100,23.25765247,114.12755652,0.300
37.350,-30.500,-34.067,100,23.25765430,114.12755725,0.300
37.300,-29.600,-34.053,100,23.25765977,114.12755742,0.300
37.200,-29.350,-33.983,100,23.25766464,114.12755605,0.300
37.350,-28.550,-34.008,100,23.25767372,114.12755745,0.300
38.100,-28.150,-33.998,100,23.25767817,114.12756656,0.300
38.600,-28.050,-34.061,100,23.25767926,114.12757115,0.300
39.800,-27.300,-34.060,100,23.25768515,114.12758051,0.300
40.200,-27.250,-34.062,100,23.25768707,114.12758598,0.300
41.700,-27.450,-33.972,100,23.25768540,114.12760058,0.300
42.000,-27.350,-33.986,100,23.25768621,114.12760599,0.300
42.450,-27.400,-34.031,100,23.25768575,114.12760828,0.300
43.000,-27.100,-33.989,100,23.25768892,114.12761536,0.300
43.500,-27.550,-34.005,100,23.25768415,114.12762200,0.300
43.800,-28.250,-34.043,100,23.25767618,114.12762603,0.300
43.850,-28.900,-34.030,100,23.25767188,114.12762630,0.300
44.100,-29.200,-34.024,100,23.25766801,114.12762955,0.300
44.500,-29.500,-34.024,100,23.25766801,114.12762955,0.300
45.550,-29.650,-34.087,100,23.25766610,114.12763923,0.300
47.350,-28.750,-34.031,100,23.25767408,114.12765624,0.300
48.200,-28.550,-33.988,100,23.25767649,114.12766633,0.300
50.250,-28.650,-33.984,100,23.25767586,114.12768472,0.300
51.750,-26.900,-33.951,100,23.25769206,114.12769917,0.300
52.350,-26.850,-33.953,100,23.25769247,114.12770408,0.300
52.600,-26.700,-33.968,100,23.25769300,114.12770595,0.300
53.050,-25.950,-33.961,100,23.25769806,114.12770986,0.300
53.000,-22.300,-33.989,100,23.25772876,114.12770954,0.300
52.700,-21.000,-33.958,100,23.25774166,114.12770599,0.300
52.500,-20.750,-33.958,100,23.25774166,114.12770599,0.300
50.950,-19.500,-33.936,100,23.25775471,114.12768851,0.300
49.750,-18.400,-33.921,100,23.25776441,114.12767673,0.300
49.700,-17.250,-33.934,100,23.25777434,114.12767581,0.300
49.300,-15.400,-33.968,100,23.25779262,114.12767115,0.300
48.500,-12.850,-33.963,100,23.25781291,114.12766404,0.300
46.950,-10.200,-33.925,100,23.25784020,114.12764698,0.300
44.750,-5.649,-33.864,100,23.25787606,114.12762694,0.300
44.100,-4.649,-33.810,100,23.25788467,114.12762095,0.300
43.587,-4.014,-33.810,100,23.25788467,114.12762095,0.300
43.600,-4.037,-33.810,100,23.25788467,114.12762095,0.300
43.531,-4.075,-33.810,100,23.25788467,114.12762095,0.300
43.599,-4.037,-33.810,100,23.25788467,114.12762095,0.300
43.584,-4.011,-33.810,100,23.25788467,114.12762095,0.300
43.431,-3.820,-33.721,100,23.25789827,114.12760866,0.300
43.400,-3.838,-33.721,100,23.25789827,114.12760866,0.300
43.394,-3.841,-33.721,100,23.25789827,114.12760866,0.300
43.251,-3.925,-33.721,100,23.25789827,114.12760866,0.300
43.111,-4.002,-33.721,100,23.25789827,114.12760866,0.300
42.851,-4.086,-33.721,100,23.25789827,114.12760866,0.300
42.803,-4.107,-33.721,100,23.25789827,114.12760866,0.300
42.643,-4.199,-33.721,100,23.25789827,114.12760866,0.300
42.641,-4.201,-33.721,100,23.25789827,114.12760866,0.300
42.478,-4.297,-33.721,100,23.25789827,114.12760866,0.300
42.461,-4.308,-33.721,100,23.25789827,114.12760866,0.300
42.321,-4.407,-33.721,100,23.25789827,114.12760866,0.300
42.304,-4.420,-33.721,100,23.25789827,114.12760866,0.300
42.185,-4.520,-33.721,100,23.25789827,114.12760866,0.300
42.142,-4.566,-33.721,100,23.25789827,114.12760866,0.300
42.141,-4.568,-33.721,100,23.25789827,114.12760866,0.300
42.106,-4.617,-33.721,100,23.25789827,114.12760866,0.300
41.950,-4.693,-33.721,100,23.25789827,114.12760866,0.300
41.727,-4.801,-33.721,100,23.25789827,114.12760866,0.300
41.491,-4.909,-33.721,100,23.25789827,114.12760866,0.300
41.248,-5.017,-33.721,100,23.25789827,114.12760866,0.300
41.247,-5.017,-33.721,100,23.25789827,114.12760866,0.300
40.992,-5.132,-33.721,100,23.25789827,114.12760866,0.300
40.991,-5.133,-33.721,100,23.25789827,114.12760866,0.300
40.747,-5.245,-33.721,100,23.25789827,114.12760866,0.300
40.740,-5.248,-33.721,100,23.25789827,114.12760866,0.300
40.505,-5.364,-33.721,100,23.25789827,114.12760866,0.300
40.497,-5.368,-33.721,100,23.25789827,114.12760866,0.300
40.278,-5.487,-33.664,100,23.25790646,114.12760016,0.300
40.272,-5.491,-33.664,100,23.25790646,114.12760016,0.300
40.072,-5.606,-33.664,100,23.25790646,114.12760016,0.300
39.862,-5.717,-33.664,100,23.25790646,114.12760016,0.300
39.530,-5.839,-33.664,100,23.25790646,114.12760016,0.300
39.474,-5.868,-33.664,100,23.25790646,114.12760016,0.300
39.471,-5.870,-33.664,100,23.25790646,114.12760016,0.300
39.292,-5.997,-33.664,100,23.25790646,114.12760016,0.300
39.246,-6.040,-33.664,100,23.25790646,114.12760016,0.300
39.216,-6.084,-33.664,100,23.25790646,114.12760016,0.300
39.183,-6.144,-33.664,100,23.25790646,114.12760016,0.300
39.020,-6.233,-33.664,100,23.25790646,114.12760016,0.300
38.769,-6.361,-33.664,100,23.25790646,114.12760016,0.300
38.517,-6.481,-33.664,100,23.25790646,114.12760016,0.300
38.241,-6.602,-33.664,100,23.25790646,114.12760016,0.300
38.235,-6.605,-33.664,100,23.25790646,114.12760016,0.300
37.984,-6.723,-33.664,100,23.25790646,114.12760016,0.300
37.983,-6.723,-33.664,100,23.25790646,114.12760016,0.300
37.482,-6.959,-33.664,100,23.25790646,114.12760016,0.300
37.235,-7.074,-33.664,100,23.25790646,114.12760016,0.300
37.235,-7.075,-33.664,100,23.25790646,114.12760016,0.300
36.996,-7.187,-33.664,100,23.25790646,114.12760016,0.300
36.994,-7.188,-33.664,100,23.25790646,114.12760016,0.300
36.756,-7.302,-32.106,100,23.25791798,114.12751850,0.300
36.520,-7.414,-32.106,100,23.25791798,114.12751850,0.300
36.519,-7.415,-32.106,100,23.25791798,114.12751850,0.300
36.289,-7.525,-32.106,100,23.25791798,114.12751850,0.300
36.062,-7.633,-32.106,100,23.25791798,114.12751850,0.300
